#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:cytb_beast" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:cytb_beast" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:cytb_beast">
#                <taxonset id="TaxonSet.cytb_beast" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:cytb_beast" name="distribution" x="@birthRate.t:cytb_beast">
#            <Uniform id="Uniform.1" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="GammaShapePrior.s:cytb_beast" name="distribution">
#            <parameter id="gammaShape.s:cytb_beast" name="x">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter id="RealParameter.0" lower="0.0" name="mean" upper="0.0">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="KappaPrior.s:cytb_beast" name="distribution">
#            <parameter id="kappa.s:cytb_beast" lower="0.0" name="x">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.2" name="S">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="MeanRatePrior.c:cytb_beast" name="distribution">
#            <parameter id="ucldMean.c:cytb_beast" name="x">1.0</parameter>
#            <Uniform id="Uniform.3" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:cytb_beast" name="distribution">
#            <parameter id="ucldStdev.c:cytb_beast" lower="0.0" name="x">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="alpha">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.5" name="beta">0.3819</parameter>
#            </Gamma>
#        </prior>
#        <distribution id="cats.prior" monophyletic="true" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:cytb_beast">
#            <taxonset id="cats" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="EF689045_Felis_silvestris" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="EF689047_Lynx_pardinus" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <LogNormal id="LogNormalDistributionModel.3" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.16" name="M">12.0</parameter>
#                <parameter estimate="false" id="RealParameter.17" lower="0.0" name="S" upper="5.0">0.2</parameter>
#            </LogNormal>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@cytb_beast" id="treeLikelihood.cytb_beast" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:cytb_beast">
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:cytb_beast" shape="@gammaShape.s:cytb_beast" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:cytb_beast" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:cytb_beast" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:cytb_beast" kappa="@kappa.s:cytb_beast" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:cytb_beast" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:cytb_beast" lower="0.0" name="frequencies" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ucldMean.c:cytb_beast" id="RelaxedClock.c:cytb_beast" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:cytb_beast">
#                <LogNormal S="@ucldStdev.c:cytb_beast" id="LogNormalDistributionModel.c:cytb_beast" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.3" lower="0.0" name="M" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="28" id="rateCategories.c:cytb_beast" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	kappa	mutationRate	gammaShape	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	logP(mrca(cats))	mrcatime(cats)	ucldMean	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4
12000	-2589.783543592026	-2526.261476799369	-63.52206679265696	-2526.261476799369	28.81024685490526	-51.77112281818842	0.0744644898224998	11.997440784815542	1.0	0.2920001778746888	0.6669845821917868	0.0026754371473919204	2.5803224210151115E-6	0.5614443585661759	-5.5878568757603215	6.495588974088925	0.003901832754492159	0.2425643757484925	0.25624375522204834	0.22848345835178732	0.272708410677672
13000	-2590.5626867938367	-2530.4874191758763	-60.07526761796063	-2530.4874191758763	28.25604380169895	-52.59838640529302	0.05655419202040899	11.997440784815542	1.0	0.2920001778746888	0.46891837992761237	0.002542410619338918	1.456847148867273E-6	0.46296553898048837	-1.9946443042184103	9.838213860496387	0.0030605623329062006	0.23642008700810882	0.25624375522204834	0.22848345835178732	0.2788526994180557
14000	-2583.697507341966	-2525.1484718335296	-58.54903550843623	-2525.1484718335296	26.570295607235312	-50.98062513240549	0.08344182580749737	12.450403023758064	1.0	0.2920001778746888	0.5387362489966687	0.002872674526278974	2.644356122256974E-6	0.5301934505212827	-1.7667406670129968	10.95170682746327	0.003169206666282102	0.23642008700810882	0.25624375522204834	0.22848345835178732	0.2788526994180557
15000	-2567.0785826602933	-2506.816343425886	-60.2622392344076	-2506.816343425886	28.41596085125825	-52.224797070459005	0.051002690670723334	13.494812278709711	1.0	0.21549233959028297	0.5592910151261427	0.0029355642670745308	2.629418001842558E-6	0.5780270150192659	-2.080138369421011	9.616498656413842	0.0027712905224029655	0.23642008700810882	0.25624375522204834	0.22848345835178732	0.2788526994180557
16000	-2569.4362542496474	-2506.860072926163	-62.57618132348442	-2506.860072926163	42.06606990907433	-56.05464536133107	0.05031122013382436	13.494812278709711	1.0	0.21549233959028297	0.18682379586968434	0.002186461765199139	1.3526661861336253E-7	0.16269611050643065	-2.0443630150773524	9.704627272579053	0.002340219006000934	0.23642008700810882	0.25624375522204834	0.2205142104758922	0.2868219472939508
17000	-2573.2135775561514	-2502.080237802901	-71.13333975325035	-2502.080237802901	72.34621145529236	-65.0652275188527	0.018899055698075408	13.494812278709711	1.0	0.21510968081008752	0.13840461684097877	0.0011072946750164123	2.802472934603182E-8	0.15439082100237458	-1.8562197787466734	12.36854191963819	0.0010826059574298376	0.23642008700810882	0.25624375522204834	0.21279441990906858	0.29454173786077437
18000	-2549.1533257237415	-2481.5534887524277	-67.59983697131383	-2481.5534887524277	59.74946778947878	-61.02109365900167	0.02927851843004572	13.494812278709711	1.0	0.12515455276189819	0.27848356054062884	0.0016043687110926627	1.8303934854582845E-7	0.26114304630724255	-1.7681097798132686	11.681607217319895	0.0016963113457295106	0.23644546809573938	0.25624375522204834	0.21276903882143802	0.29454173786077437
19000	-2544.751842187921	-2477.058487407026	-67.693354780895	-2477.058487407026	50.02347002808087	-59.53723918226271	0.049456033377276686	16.076640160398306	1.0	0.12515455276189819	0.2500721585689716	0.0016322748926043754	2.23502279560695E-7	0.3019401527096804	-3.1050297230153654	15.699297059323213	0.001587602517953045	0.23644546809573938	0.25624375522204834	0.2118705930910601	0.29544018359115226
20000	-2543.1845238135197	-2479.942934213972	-63.24158959954792	-2479.942934213972	36.99515601618796	-56.038233847366406	0.043049258627344725	16.076640160398306	1.0	0.12515455276189819	0.3338646681077987	0.0021771415698487815	7.556287454183843E-7	0.3910555870177726	-1.799811066878291	10.640186941420165	0.0021742804259722004	0.24102888685336574	0.251660336464422	0.2118705930910601	0.29544018359115226
21000	-2548.253352106487	-2480.102346130545	-68.1510059759422	-2480.102346130545	50.83442715160242	-60.225093343904476	0.052348317712234145	16.076640160398306	1.0	0.10816028347996666	0.38042721769133697	0.00194647461486894	5.383117963966846E-7	0.3767186443835515	-2.3573293739168153	9.072834908649227	0.001843566847351822	0.24102888685336574	0.251660336464422	0.2118705930910601	0.29544018359115226
22000	-2538.470406774711	-2475.2580660595527	-63.21234071515837	-2475.2580660595527	40.77664408639521	-55.86215174748051	0.05395237371771681	16.076640160398306	1.0	0.10816028347996666	0.3456136459329896	0.002160462277323133	3.126833022504963E-7	0.2590306875615697	-1.9169507114798887	10.083232222251068	0.0019356342828640875	0.24102888685336574	0.251660336464422	0.2118705930910601	0.29544018359115226
23000	-2556.4191305039085	-2480.467843206975	-75.95128729693367	-2480.467843206975	103.49279432687264	-68.68415511022371	0.01362949399154251	12.946929257739768	1.0	0.10816028347996666	0.46756978924315906	0.0010770265507757308	2.9627183772143256E-7	0.4817145141585821	-1.8231982604651158	12.171421936737543	0.0011538135231151108	0.24265608296582125	0.2507284286997988	0.21024339697860459	0.29637209135577547
24000	-2551.1441642125706	-2474.2185575736266	-76.9256066389439	-2474.2185575736266	86.80754585200718	-68.4248378688545	0.01964472723497398	12.946929257739768	1.0	0.10816028347996666	0.5528541563917775	9.096979311946604E-4	2.0760079928706396E-7	0.47089888829513277	-2.7563808770805083	14.999672008992464	0.0010529748083244895	0.24118647918613886	0.2507284286997988	0.20429029885757846	0.30379479325648395
25000	-2549.18253986465	-2474.0475321245867	-75.13500774006361	-2474.0475321245867	101.71339653775175	-68.47700453016063	0.02053445760127097	11.963483296823778	1.0	0.10816028347996666	0.3361281798059823	8.226985531183716E-4	9.071917185842617E-8	0.3771214520444825	-1.8661244481405626	12.421692464287842	9.17369601020586E-4	0.24118647918613886	0.2507284286997988	0.20429029885757846	0.30379479325648395
26000	-2548.905332688145	-2477.4509512239874	-71.45438146415756	-2477.4509512239874	65.30593917818494	-63.829044622537864	0.02304425338981826	11.963483296823778	1.0	0.10816028347996666	0.5657991153675734	0.0012542631865953382	8.591190721051919E-7	0.6509500170397349	-1.9923161341528974	12.972941103111037	0.001513899170101207	0.24118647918613886	0.2507284286997988	0.20429029885757846	0.30379479325648395
27000	-2539.6263867969355	-2472.847653171624	-66.77873362531146	-2472.847653171624	45.17716014834853	-59.73363458329406	0.032735078963834124	11.963483296823778	1.0	0.10816028347996666	0.4428140461027995	0.0017956448172935793	2.926093878301715E-7	0.31615385773371896	-1.8469521356180052	12.316634680721243	0.0020081232930298947	0.24118647918613886	0.2507284286997988	0.19781244879985377	0.3102726433142086
28000	-2538.824674428397	-2470.7505812846252	-68.07409314377155	-2470.7505812846252	51.572600161857366	-60.580728559632256	0.03250396471414524	11.963483296823778	1.0	0.10816028347996666	0.42730227826030986	0.001500012562612525	4.458353859074134E-7	0.44842783202021974	-2.352252089591807	9.081246484086911	0.001455556574365232	0.24118647918613886	0.2579646817777293	0.19057619572192325	0.3102726433142086
29000	-2542.6250799379045	-2471.811429857416	-70.81365008048849	-2471.811429857416	66.69723295155033	-64.2161421029763	0.03452793368917087	11.963483296823778	1.0	0.10816028347996666	0.34791104228912567	0.0013531534088002375	1.4419196348212607E-7	0.29527905554347467	-1.7589132140247827	11.517790517783766	0.0012834533325494916	0.24159331695384795	0.2656300247868366	0.1795272974110304	0.3132493608482851
30000	-2537.5522580372444	-2473.454238808372	-64.09801922887264	-2473.454238808372	32.64988487259672	-55.992207695352334	0.07212202014684754	17.81820363537219	1.0	0.10816028347996666	0.1522399394476241	0.0021149670587338265	1.1564344167648806E-7	0.1603339757362406	-3.3331492391180095	7.921023607735915	0.0022110604954706406	0.24159331695384795	0.2640091993232193	0.1811481228746477	0.3132493608482851
31000	-2542.2887923994263	-2476.909220914888	-65.37957148453835	-2476.909220914888	50.2017853043842	-59.72108741640149	0.05727103769790709	10.00492875492165	1.0	0.0737717534771527	0.2070957147162186	0.0017978505435769306	1.585185479196652E-7	0.21739307969962618	-1.7999478293467468	12.004312335548253	0.0019411497445274825	0.24159331695384795	0.2640091993232193	0.1811481228746477	0.3132493608482851
32000	-2537.7633143851267	-2472.9608410876926	-64.80247329743422	-2472.9608410876926	47.20382891588965	-59.15068309807996	0.03662459462084602	16.292413972410795	1.0	0.0737717534771527	0.062030493700958346	0.0016269115575264117	1.0392293254665277E-8	0.06210979131309207	-1.7577712285301996	11.488096641225837	0.0016263182781833506	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
33000	-2535.1541514877545	-2468.973001147557	-66.18115034019749	-2468.973001147557	45.140695870294	-58.928851756328534	0.052508553183090265	16.292413972410795	1.0	0.04772197656536415	0.19274135109654555	0.0016053125174744223	4.817994957907498E-8	0.1411682841175404	-2.520098683844363	8.82341111159448	0.0014941257230552496	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
34000	-2537.5005207548684	-2476.28288677283	-61.217633982038585	-2476.28288677283	37.97326781423392	-55.638272021518574	0.06053712929698641	16.292413972410795	1.0	0.04772197656536415	0.055689860640834817	0.0021518124107070013	1.3050141744837811E-8	0.05303945772731145	-1.7776396412745896	11.79903812387982	0.002123654044906536	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
35000	-2532.1036052890213	-2469.5117583890483	-62.59184689997294	-2469.5117583890483	35.50373571492058	-55.55337013481656	0.0454554197859139	16.292413972410795	1.0	0.04772197656536415	0.1917982223437534	0.0019735721012569844	8.983579392736128E-8	0.1542035866287282	-2.311004810410813	9.151250431262758	0.0018983113527764413	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
36000	-2535.1353318613674	-2476.332798860547	-58.80253300082046	-2476.332798860547	27.06446913554017	-51.8395558377993	0.09519599664944114	16.292413972410795	1.0	0.04772197656536415	0.06745244691839235	0.0026365088294896632	3.282556364091502E-8	0.06917867453291646	-3.0422306287352145	8.198327907257545	0.0025586156273890172	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
37000	-2543.726993146872	-2477.7684838495816	-65.95850929729026	-2477.7684838495816	51.50093528754471	-61.09935511629612	0.04628099506148797	14.32606362528673	1.0	0.0484435572652537	0.015209578860272254	0.0013320040900417144	4.119011609130939E-10	0.015267932378937185	-2.0309769222902676	9.739209739339534	0.0013366271166896178	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
38000	-2536.0405699112407	-2470.3809223897583	-65.65964752148241	-2470.3809223897583	47.199376701828356	-59.34487349427725	0.03394127630234532	14.32606362528673	1.0	0.03975692733344524	0.10093325119569478	0.001581153907595959	2.7011976040064407E-8	0.10314959178938872	-2.3994944641008873	9.004594639325921	0.0016344687553910898	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
39000	-2551.1704493500056	-2472.6531820016817	-78.51726734832373	-2472.6531820016817	107.50231724264255	-71.57392497417129	0.011731378381777974	14.32606362528673	1.0	0.03975692733344524	0.27595739604355113	6.409701854162325E-4	3.007560830112128E-8	0.25619419588839215	-2.1067000798090643	13.366958076658019	7.189321821611318E-4	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
40000	-2547.1498384071856	-2469.303584339109	-77.84625406807675	-2469.303584339109	112.19039747427666	-69.67550805931796	0.02274908001386005	14.32606362528673	1.0	0.03781955833555056	0.705560517216234	6.672676545729971E-4	3.53703673404029E-7	0.7735701643572688	-1.7789324201134828	10.811517980842652	8.036301001147731E-4	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
41000	-2538.9987589470934	-2468.63687546871	-70.36188347838345	-2468.63687546871	54.74208839052856	-62.70835324475958	0.04398473789628367	14.32606362528673	1.0	0.016164482136613235	0.5594486952065655	0.0012919409385895335	6.231772330291857E-7	0.5982015745122783	-1.7727951046313897	11.743038724231104	0.0014493282708788705	0.24159331695384795	0.2640091993232193	0.17627041231889892	0.31812707140403385
42000	-2530.325283970739	-2470.438744306655	-59.886539664084154	-2470.438744306655	26.285976125169032	-51.61974703251613	0.07228803923431411	14.32606362528673	1.0	0.016164482136613235	0.607507421887905	0.0025311631745423445	1.8959362336383306E-6	0.5232333793936889	-2.222273629332734	9.31326839693891	0.002950419099627915	0.2527622815994901	0.2640091993232193	0.16510144767325674	0.31812707140403385
43000	-2527.716409994436	-2470.876244179003	-56.840165815432876	-2470.876244179003	21.388092757883346	-48.292013880433935	0.10634276093973662	14.32606362528673	1.0	0.016164482136613235	0.4239529856497376	0.0034877851342771738	1.6182314635098185E-6	0.3642723802076962	-3.1498928855006714	8.091245276231106	0.0034100014624839354	0.2527622815994901	0.2477352313411202	0.16510144767325674	0.33440103938613297
44000	-2528.6207040358395	-2469.3437704210855	-59.27693361475388	-2469.3437704210855	27.013416835055647	-52.42281747185034	0.07067677768289064	14.32606362528673	1.0	0.016164482136613235	0.3457173904235122	0.0024198109763889698	6.689559501761725E-7	0.3437222879371457	-1.7546379660074778	11.34982870911442	0.002497491481003014	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
45000	-2535.974227271654	-2467.8054199614553	-68.16880731019879	-2467.8054199614553	55.81879110420005	-61.13014507753351	0.0327746575379385	14.32606362528673	1.0	0.02499057278952546	0.196953173684936	0.0014397002558632832	6.018699519640274E-8	0.17659549864310584	-2.578941720485528	14.61047599164401	0.0013926551813050099	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
46000	-2550.138017763006	-2473.76380424795	-76.37421351505611	-2473.76380424795	104.14416986979855	-68.75448052009571	0.024886350226031917	14.32606362528673	1.0	0.01479738771576891	0.22534115843705965	9.727354939242074E-4	4.561036599478689E-8	0.2139398007191191	-3.0338794781437946	15.562134203206744	0.001014786922575033	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
47000	-2544.836462730596	-2471.6784362339945	-73.1580264966014	-2471.6784362339945	69.76472094713206	-66.35755957225595	0.01522818940558209	14.32606362528673	1.0	0.010342521253809226	0.31503434113552997	0.0011929282138680108	1.7526510229930182E-7	0.3389160996121199	-1.829943434323377	10.455943807889629	0.0012461910582129653	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
48000	-2542.134307957764	-2471.3267741042005	-70.80753385356353	-2471.3267741042005	65.9074336034391	-63.878068253398595	0.028358438997298167	14.32606362528673	1.0	0.005669379078121273	0.32608139941585657	0.001296392219293575	1.1356238178448127E-7	0.25019369652059137	-1.9188208139508645	12.674518276876368	0.0013733382090793903	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
49000	-2539.639638948666	-2471.476146714526	-68.16349223413997	-2471.476146714526	55.54117743617158	-61.511045852425404	0.02979350221942514	14.32606362528673	1.0	0.001774165655933451	0.29266686967298744	0.00126108198372657	1.411079510103587E-7	0.29746829770914784	-1.7829670890720715	11.854482658918213	0.001306298162318831	0.2527622815994901	0.26067670126531545	0.16510144767325674	0.3214595694619377
